loyalty_id,customer_id,loyalty_tier,points_balance,enrollment_date,account_status
L001926,C001545,Bronze,9167,2026-01-30,Active
L001927,C006914,Platinum,4283,2026-03-02,Active
L001928,C001719,Gold,8274,2025-12-27,Inactive
L001929,C007435,Platinum,9859,2026-05-11,Inactive
L001930,C007365,Silver,2409,2025-04-09,Active
L001931,C006235,Bronze,7420,2024-02-17,Active
L001932,C000725,Bronze,7100,2025-12-27,Active
L001933,C006673,Platinum,2566,2023-10-05,Active
L001934,C008029,Silver,823,2025-07-09,Inactive
L001935,C005492,Silver,9365,2023-06-16,Active
L001936,C001128,Platinum,7969,2025-10-01,Active
L001937,C002957,Gold,1056,2026-02-12,Active
L001938,C005156,Silver,5786,2025-03-18,Inactive
L001939,C004817,Platinum,7311,2024-11-19,Active
L001940,C006202,Silver,5765,2025-08-02,Active
L001941,C006224,Gold,1873,2025-04-28,Active
L001942,C008686,Platinum,3622,2026-06-01,Inactive
L001943,C007114,Silver,8436,2025-12-18,Active
L001944,C005275,Platinum,3574,2026-01-08,Active
L001945,C008536,Platinum,8523,2025-12-23,Active
L001946,C003044,Gold,7754,2022-12-05,Active
L001947,C006912,Gold,1808,2023-06-16,Inactive
L001948,C000150,Gold,4879,2025-04-29,Inactive
L001949,C007574,Silver,7910,2022-11-16,Active
L001950,C004206,Platinum,5867,2025-12-26,Inactive
L001951,C005493,Silver,1054,2026-07-03,Active
L001952,C002690,Gold,8466,2024-12-02,Inactive
L001953,C004221,Platinum,2183,2025-02-20,Active
L001954,C009102,Silver,375,2025-04-14,Active
L001955,C000842,Silver,4747,2025-04-15,Active
L001956,C008137,Bronze,1628,2026-01-01,Inactive
L001957,C006438,Bronze,9800,2024-02-04,Active
L001958,C009700,Gold,92,2025-03-13,Active
L001959,C006200,Silver,8876,2025-08-24,Active
L001960,C002795,Platinum,3948,2026-03-30,Active
L001961,C007626,Gold,8480,2026-03-29,Active
L001962,C008475,Bronze,7111,2026-06-24,Active
L001963,C007890,Platinum,5100,2026-01-26,Active
L001964,C006608,Gold,8693,2024-04-08,Active
L001965,C009195,Gold,3867,2026-03-04,Active
L001966,C008248,Silver,1912,2026-02-22,Inactive
L001967,C001393,Bronze,9861,2026-04-16,Active
L001968,C001922,Silver,1332,2026-06-20,Active
L001969,C007019,Bronze,1220,2025-12-07,Active
L001970,C003622,Gold,8960,2026-06-21,Active
L001971,C004849,Gold,814,2024-03-12,Inactive
L001972,C002292,Bronze,2119,2026-02-25,Active
L001973,C002134,Gold,682,2025-05-05,Inactive
L001974,C000551,Bronze,3446,2026-06-05,Inactive
L001975,C001741,Silver,2632,2025-05-08,Active
L001976,C005290,Platinum,1113,2023-05-27,Inactive
L001977,C001818,Gold,2372,2025-07-19,Active
L001978,C004699,Platinum,5635,2026-03-05,Active
L001979,C005182,Gold,3522,2023-08-08,Inactive
L001980,C003019,Gold,3373,2025-02-08,Active
L001981,C000018,Silver,940,2021-09-20,Active
L001982,C001771,Gold,1546,2026-02-11,Active
L001983,C001889,Silver,1231,2026-06-02,Active
L001984,C002153,Bronze,5785,2026-03-07,Active
L001985,C001643,Gold,6542,2023-06-14,Inactive
L001986,C007847,Silver,9315,2024-10-21,Inactive
L001987,C004194,Bronze,70,2025-10-07,Active
L001988,C009433,Gold,581,2025-10-29,Active
L001989,C008899,Bronze,3784,2025-03-31,Active
L001990,C000534,Silver,5019,2023-10-18,Inactive
L001991,C000133,Gold,4929,2025-06-10,Active
L001992,C007723,Bronze,6590,2026-04-05,Active
L001993,C008459,Bronze,1612,2022-07-14,Active
L001994,C000965,Silver,1818,2025-04-09,Active
L001995,C008720,Gold,4265,2026-06-30,Inactive
L001996,C006413,Bronze,5102,2025-01-07,Active
L001997,C008286,Gold,7853,2026-06-01,Inactive
L001998,C007854,Bronze,9914,2024-02-24,Inactive
L001999,C001096,Silver,9405,2026-05-29,Active
L002000,C006930,Platinum,7221,2025-11-18,Active
L002001,C009255,Bronze,7213,2024-08-15,Active
L002002,C001562,Platinum,9475,2026-03-28,Inactive
L002003,C001671,Platinum,795,2025-02-25,Active
L002004,C006088,Platinum,1113,2026-05-23,Active
L002005,C006670,Gold,3008,2026-06-27,Active
L002006,C005934,Silver,173,2025-05-19,Active
L002007,C008830,Bronze,2951,2026-04-07,Active
L002008,C007946,Bronze,9500,2024-07-11,Active
L002009,C003509,Bronze,4034,2024-11-29,Active
L002010,C002003,Silver,5508,2026-03-11,Active
L002011,C005867,Bronze,6907,2026-04-01,Active
L002012,C000169,Platinum,6269,2024-11-11,Active
L002013,C002589,Bronze,9348,2023-05-16,Active
L002014,C005906,Platinum,7061,2026-06-30,Active
L002015,C009530,Gold,6005,2026-06-10,Active
L002016,C006385,Gold,6404,2023-04-30,Inactive
L002017,C007825,Bronze,8954,2024-04-04,Active
L002018,C009780,Platinum,5407,2025-04-17,Active
L002019,C004630,Bronze,9832,2024-09-01,Inactive
L002020,C008561,Bronze,7217,2026-06-16,Inactive
L002021,C009292,Bronze,6826,2024-08-28,Inactive
L002022,C006875,Silver,6835,2024-11-08,Active
L002023,C006522,Bronze,5574,2025-02-15,Active
L002024,C008980,Bronze,7836,2024-11-02,Inactive
L002025,C006648,Gold,435,2025-11-01,Active
L002026,C009826,Bronze,7806,2025-08-28,Active
L002027,C000211,Silver,5610,2025-07-18,Inactive
L002028,C005279,Silver,6444,2024-10-31,Inactive
L002029,C001920,Bronze,8244,2026-04-25,Active
L002030,C000719,Platinum,6031,2026-07-02,Active
L002031,C004869,Silver,3173,2025-06-11,Active
L002032,C007835,Gold,5671,2025-11-19,Inactive
L002033,C001299,Silver,391,2026-06-27,Active
L002034,C009194,Gold,4008,2025-02-08,Active
L002035,C004618,Gold,665,2025-12-04,Active
L002036,C003129,Platinum,5832,2024-01-12,Inactive
L002037,C009796,Gold,2984,2026-05-14,Active
L002038,C003980,Gold,2676,2025-05-05,Active
L002039,C009925,Gold,7453,2022-10-19,Active
L002040,C008318,Silver,3118,2023-05-27,Active
L002041,C004394,Gold,6650,2022-11-09,Active
L002042,C001288,Bronze,4962,2026-04-28,Active
L002043,C004356,Platinum,5879,2025-11-11,Active
L002044,C007014,Gold,9024,2024-12-28,Active
L002045,C003886,Gold,7356,2026-04-05,Inactive
L002046,C005750,Bronze,2922,2022-02-25,Active
L002047,C009170,Platinum,328,2026-05-04,Active
L002048,C002408,Gold,5912,2024-07-24,Inactive
L002049,C002014,Platinum,8315,2024-09-01,Active
L002050,C005154,Bronze,4781,2025-10-06,Active
L002051,C008552,Bronze,9655,2024-10-07,Active
L002052,C004377,Silver,4320,2025-10-14,Active
L002053,C008823,Gold,1323,2025-03-30,Active
L002054,C004274,Bronze,1914,2024-07-19,Active
L002055,C005826,Bronze,4731,2026-02-14,Active
L002056,C006700,Bronze,2419,2025-12-19,Inactive
L002057,C007244,Platinum,1656,2026-05-28,Active
L002058,C000450,Platinum,6412,2025-12-27,Inactive
L002059,C002228,Silver,9784,2025-07-30,Active
L002060,C005757,Gold,5495,2023-01-22,Active
L002061,C000811,Silver,5216,2026-04-03,Active
L002062,C004181,Gold,4024,2024-01-20,Active
L002063,C009001,Bronze,1924,2025-10-30,Active
L002064,C005439,Gold,3482,2026-05-12,Active
L002065,C007534,Platinum,1836,2025-10-29,Active
L002066,C006370,Silver,6446,2026-05-12,Inactive
L002067,C008417,Silver,342,2025-05-18,Active
L002068,C001478,Silver,7668,2025-06-24,Active
L002069,C001791,Gold,505,2024-10-31,Active
L002070,C002009,Platinum,1803,2025-11-27,Active
L002071,C000683,Silver,6824,2026-04-03,Inactive
L002072,C002817,Gold,4934,2024-06-11,Active
L002073,C009432,Silver,2051,2024-08-14,Active
L002074,C003775,Platinum,996,2025-01-11,Active
L002075,C006496,Silver,8235,2026-02-04,Active
L002076,C008879,Platinum,1786,2024-10-06,Active
L002077,C007362,Bronze,4150,2025-08-04,Active
L002078,C008367,Platinum,1994,2026-07-01,Active
L002079,C007475,Platinum,9498,2026-02-26,Active
L002080,C000047,Platinum,2811,2026-03-10,Active
L002081,C000031,Platinum,5749,2026-06-21,Active
L002082,C008251,Platinum,3600,2024-10-05,Inactive
L002083,C006936,Gold,9195,2024-01-19,Active
L002084,C001469,Platinum,9777,2025-05-24,Inactive
L002085,C001666,Bronze,2119,2026-05-08,Active
L002086,C001417,Bronze,7161,2025-08-12,Active
L002087,C006481,Silver,9357,2024-08-06,Active
L002088,C004853,Bronze,4959,2026-01-26,Inactive
L002089,C002471,Gold,2340,2026-05-11,Active
L002090,C004374,Bronze,6955,2025-09-21,Active
L002091,C008525,Silver,1345,2024-07-05,Active
L002092,C000430,Gold,502,2024-10-24,Active
L002093,C005245,Gold,1044,2022-07-17,Active
L002094,C002120,Gold,6116,2024-04-07,Inactive
L002095,C000386,Platinum,8293,2025-04-24,Inactive
L002096,C001946,Platinum,310,2026-06-30,Inactive
L002097,C004225,Platinum,210,2022-07-23,Active
L002098,C000474,Platinum,1151,2025-04-21,Inactive
L002099,C002130,Silver,4224,2025-07-02,Active
L002100,C006557,Silver,957,2025-02-22,Active
L002101,C006999,Silver,4441,2023-10-06,Inactive
L002102,C001056,Platinum,9868,2024-08-30,Active
L002103,C003275,Bronze,2453,2025-01-29,Active
L002104,C004962,Silver,4319,2026-06-20,Active
L002105,C005364,Gold,2474,2026-02-01,Active
L002106,C005817,Bronze,1032,2025-12-04,Inactive
L002107,C000812,Platinum,113,2024-11-10,Active
L002108,C004574,Silver,3726,2025-07-15,Active
L002109,C006138,Bronze,907,2022-02-20,Active
L002110,C002389,Gold,1505,2026-05-17,Active
L002111,C009649,Platinum,3203,2023-10-21,Active
L002112,C006226,Silver,5700,2024-12-05,Active
L002113,C000112,Gold,1808,2026-03-21,Inactive
L002114,C008910,Bronze,4701,2025-12-20,Inactive
L002115,C001746,Bronze,9584,2023-08-05,Active
L002116,C007852,Silver,7281,2024-02-29,Inactive
L002117,C001453,Gold,5973,2023-03-13,Active
L002118,C000320,Bronze,7053,2024-11-22,Active
L002119,C008594,Bronze,4281,2026-04-23,Inactive
L002120,C003334,Gold,4719,2022-05-09,Inactive
L002121,C001923,Silver,1192,2026-03-04,Active
L002122,C005866,Gold,3409,2025-03-24,Active
L002123,C009529,Silver,96,2026-03-08,Active
L002124,C003686,Bronze,8444,2025-10-31,Active
L002125,C004276,Gold,9422,2023-11-30,Active
L002126,C004890,Silver,7230,2026-06-10,Active
L002127,C005226,Bronze,5986,2025-09-04,Inactive
L002128,C007473,Bronze,1807,2024-08-10,Active
L002129,C003606,Gold,859,2023-05-03,Inactive
L002130,C001053,Gold,6364,2026-07-04,Active
L002131,C004157,Silver,1183,2025-02-05,Active
L002132,C009677,Platinum,5573,2023-11-28,Active
L002133,C000100,Platinum,5328,2026-04-16,Active
L002134,C007509,Silver,4718,2024-05-23,Inactive
L002135,C001457,Platinum,2880,2024-12-31,Active
L002136,C007689,Silver,7005,2026-05-10,Active
L002137,C004005,Silver,3959,2024-12-05,Active
L002138,C006867,Platinum,8624,2026-06-27,Active
L002139,C004510,Gold,4619,2023-04-01,Inactive
L002140,C003300,Bronze,1600,2024-09-20,Active
L002141,C003800,Bronze,2429,2024-03-13,Active
L002142,C004282,Silver,3514,2026-04-20,Inactive
L002143,C009052,Platinum,7838,2025-10-16,Active
L002144,C006463,Bronze,7292,2026-03-10,Active
L002145,C007913,Platinum,5220,2023-07-04,Active
L002146,C001415,Bronze,6754,2022-09-14,Active
L002147,C000541,Silver,8075,2025-02-11,Active
L002148,C005816,Bronze,5382,2026-03-20,Active
L002149,C008200,Silver,4685,2025-11-26,Active
L002150,C003681,Silver,8318,2026-06-23,Active
L002151,C000755,Platinum,3626,2025-11-04,Active
L002152,C004197,Bronze,2091,2026-05-24,Active
L002153,C002651,Bronze,1904,2025-12-19,Active
L002154,C004523,Silver,643,2026-03-02,Active
L002155,C009520,Silver,2902,2022-08-20,Active
L002156,C003119,Bronze,9513,2026-06-28,Active
L002157,C003729,Platinum,155,2023-03-02,Active
L002158,C003887,Bronze,1080,2026-06-12,Active
L002159,C007108,Platinum,9295,2025-12-27,Active
L002160,C008069,Gold,6652,2026-06-01,Active
L002161,C007326,Gold,9932,2025-10-13,Active
L002162,C008484,Gold,2758,2026-01-26,Active
L002163,C008768,Bronze,6277,2026-01-09,Active
L002164,C006501,Bronze,7497,2025-05-19,Active
L002165,C008427,Platinum,4976,2025-10-06,Inactive
L002166,C007964,Bronze,4600,2023-12-22,Active
L002167,C000602,Silver,5373,2022-06-04,Active
L002168,C009250,Silver,7433,2026-07-03,Active
L002169,C008920,Bronze,2219,2024-04-13,Active
L002170,C006815,Bronze,6897,2023-03-08,Inactive
L002171,C005412,Gold,5032,2026-06-11,Active
L002172,C008748,Gold,1870,2025-11-18,Active
L002173,C005523,Platinum,5594,2026-02-21,Active
L002174,C001045,Platinum,2492,2026-05-16,Active
L002175,C007335,Gold,350,2025-11-14,Active
L002176,C001558,Bronze,1452,2026-03-26,Active
L002177,C003740,Bronze,1971,2026-01-11,Inactive
L002178,C003523,Platinum,7501,2026-06-08,Inactive
L002179,C000181,Gold,3990,2023-09-08,Active
L002180,C002116,Bronze,171,2026-01-15,Active
L002181,C001700,Silver,9751,2025-04-12,Active
L002182,C001380,Gold,3482,2024-04-28,Active
L002183,C007230,Silver,6125,2025-10-21,Active
L002184,C009144,Gold,2611,2026-04-06,Inactive
L002185,C000619,Silver,1347,2026-06-16,Active
L002186,C003182,Bronze,5938,2026-05-22,Active
L002187,C009852,Platinum,8240,2026-05-11,Active
L002188,C001601,Bronze,5809,2026-05-23,Active
L002189,C005964,Silver,961,2026-05-02,Active
L002190,C001616,Gold,8730,2026-04-22,Active
L002191,C005921,Bronze,823,2023-10-09,Active
L002192,C009592,Bronze,7315,2024-05-17,Active
L002193,C003892,Bronze,6073,2024-06-06,Inactive
L002194,C002084,Bronze,865,2026-03-31,Inactive
L002195,C004575,Gold,3368,2025-02-22,Inactive
L002196,C005595,Bronze,5101,2026-07-03,Inactive
L002197,C005122,Bronze,1244,2023-07-12,Active
L002198,C004588,Gold,9626,2026-04-03,Active
L002199,C004903,Bronze,3912,2025-07-20,Active
L002200,C008253,Gold,5007,2026-03-07,Active
L002201,C005917,Bronze,3063,2025-02-28,Active
L002202,C005130,Platinum,8823,2024-04-18,Active
L002203,C008335,Gold,5638,2026-06-09,Active
L002204,C001919,Platinum,791,2023-06-20,Inactive
L002205,C008331,Platinum,9275,2024-05-04,Inactive
L002206,C005708,Bronze,5107,2026-04-28,Active
L002207,C005385,Gold,9818,2024-10-20,Active
L002208,C006337,Silver,912,2024-12-28,Active
L002209,C002055,Gold,5284,2026-03-19,Active
L002210,C007613,Bronze,7141,2026-03-24,Active
L002211,C009210,Platinum,2135,2026-02-16,Inactive
L002212,C003964,Bronze,5832,2025-03-25,Active
L002213,C001127,Bronze,9140,2026-01-24,Active
L002214,C003429,Gold,1049,2026-04-22,Inactive
L002215,C004602,Bronze,8481,2023-08-14,Active
L002216,C003722,Platinum,765,2026-05-22,Active
L002217,C002390,Silver,8642,2025-09-03,Active
L002218,C001323,Platinum,7899,2024-12-06,Inactive
L002219,C001604,Bronze,7059,2023-11-13,Active
L002220,C007225,Gold,6807,2026-01-05,Active
L002221,C007426,Bronze,7856,2026-06-29,Active
L002222,C004337,Silver,9405,2024-11-28,Active
L002223,C005594,Bronze,2001,2025-07-28,Active
L002224,C004412,Platinum,9701,2025-05-24,Active
L002225,C005859,Silver,232,2023-08-07,Active
L002226,C009344,Silver,7851,2022-04-05,Inactive
L002227,C003992,Gold,8844,2025-05-31,Active
L002228,C006080,Gold,6512,2025-03-12,Active
L002229,C001560,Gold,9484,2024-11-04,Active
L002230,C004683,Silver,273,2025-10-13,Inactive
L002231,C007558,Gold,9397,2022-10-08,Active
L002232,C003773,Gold,6482,2024-07-01,Active
L002233,C008780,Gold,7822,2026-07-05,Active
L002234,C003458,Platinum,2104,2023-05-11,Inactive
L002235,C008384,Platinum,4792,2025-12-09,Active
L002236,C001355,Platinum,543,2024-01-18,Active
L002237,C000046,Platinum,6795,2024-08-06,Inactive
L002238,C009873,Silver,9325,2025-10-24,Active
L002239,C000749,Gold,7474,2023-08-11,Active
L002240,C007918,Platinum,4389,2026-05-28,Active
L002241,C004242,Bronze,5552,2026-06-04,Active
L002242,C005629,Silver,4814,2023-08-12,Active
L002243,C004658,Silver,1486,2026-05-17,Active
L002244,C004239,Platinum,315,2024-09-12,Active
L002245,C003461,Gold,7695,2023-10-18,Active
L002246,C007382,Bronze,8887,2025-08-04,Inactive
L002247,C005550,Silver,7040,2022-05-20,Inactive
L002248,C007076,Bronze,7097,2022-04-23,Active
L002249,C005839,Gold,7203,2025-12-20,Active
L002250,C008092,Bronze,2735,2022-06-08,Inactive
L002251,C005475,Gold,2256,2024-06-14,Active
L002252,C003615,Silver,3854,2024-06-07,Inactive
L002253,C007502,Gold,5899,2026-05-19,Inactive
L002254,C007054,Bronze,9677,2022-05-24,Active
L002255,C007368,Bronze,2493,2024-01-09,Active
L002256,C008020,Bronze,3412,2026-06-20,Active
L002257,C009639,Bronze,7648,2026-02-24,Active
L002258,C009056,Platinum,4104,2026-03-17,Active
L002259,C000665,Platinum,9659,2025-07-15,Inactive
L002260,C002320,Gold,5934,2025-08-30,Inactive
L002261,C003543,Platinum,8598,2022-12-10,Active
L002262,C003678,Bronze,8527,2022-11-08,Active
L002263,C009600,Platinum,4861,2026-02-02,Active
L002264,C003092,Bronze,2912,2025-03-21,Inactive
L002265,C000676,Bronze,1689,2025-09-12,Active
L002266,C008677,Platinum,3557,2025-02-24,Active
L002267,C004885,Bronze,6051,2023-10-31,Active
L002268,C008080,Platinum,9080,2024-07-22,Active
L002269,C001963,Silver,9763,2024-07-03,Active
L002270,C001841,Gold,5271,2026-06-16,Inactive
L002271,C007169,Gold,3196,2022-12-03,Active
L002272,C009899,Gold,886,2026-04-09,Active
L002273,C003539,Gold,1515,2024-07-02,Inactive
L002274,C008027,Gold,594,2025-12-30,Active
L002275,C004867,Platinum,8087,2025-02-22,Active
L002276,C004175,Platinum,4882,2026-05-26,Active
L002277,C008089,Platinum,1730,2026-07-01,Active
L002278,C004378,Gold,2453,2026-04-13,Active
L002279,C006212,Gold,8854,2026-06-19,Active
L002280,C004767,Silver,3508,2025-08-23,Active
L002281,C000412,Bronze,6274,2024-05-29,Active
L002282,C000614,Silver,1152,2025-05-14,Active
L002283,C006127,Platinum,6629,2023-11-20,Active
L002284,C005211,Silver,4818,2022-09-16,Active
L002285,C001431,Gold,213,2024-11-08,Active
L002286,C002426,Platinum,2278,2026-06-09,Active
L002287,C008842,Silver,6016,2026-06-16,Inactive
L002288,C003834,Platinum,2060,2026-05-23,Active
L002289,C004719,Silver,1413,2026-06-26,Active
L002290,C007186,Bronze,7993,2026-05-07,Active
L002291,C001418,Bronze,9017,2025-02-21,Active
L002292,C007200,Bronze,3405,2024-03-10,Active
L002293,C000605,Silver,9513,2025-11-05,Active
L002294,C001273,Platinum,8086,2025-03-17,Active
L002295,C003965,Platinum,8328,2025-08-12,Inactive
L002296,C006368,Platinum,2892,2024-10-07,Inactive
L002297,C008747,Bronze,3324,2024-06-09,Active
L002298,C000248,Platinum,3919,2024-09-08,Active
L002299,C009227,Gold,1256,2026-03-14,Inactive
L002300,C001983,Platinum,3723,2024-11-02,Active
L002301,C002836,Silver,9156,2021-08-27,Active
L002302,C005376,Silver,5335,2026-04-04,Inactive
L002303,C000200,Platinum,2639,2025-04-29,Active
L002304,C000486,Bronze,1435,2025-04-25,Inactive
L002305,C006084,Gold,8166,2026-01-05,Inactive
L002306,C008957,Platinum,1583,2025-03-28,Active
L002307,C000456,Silver,4842,2022-12-11,Active
L002308,C009799,Platinum,9440,2024-06-29,Active
L002309,C008827,Bronze,4430,2026-02-20,Active
L002310,C006516,Gold,6523,2025-12-08,Active
L002311,C001722,Bronze,3408,2026-05-20,Active
L002312,C007051,Bronze,7465,2024-07-28,Active
L002313,C006383,Bronze,510,2024-06-07,Inactive
L002314,C008166,Bronze,9085,2025-05-03,Active
L002315,C005768,Platinum,2470,2026-05-04,Active
L002316,C005810,Gold,6131,2026-03-08,Active
L002317,C004627,Gold,6103,2024-11-14,Active
L002318,C000863,Gold,7497,2024-08-15,Active
L002319,C002095,Gold,6399,2024-01-24,Inactive
L002320,C000948,Silver,3713,2025-01-17,Active
L002321,C005642,Gold,5990,2025-10-25,Active
L002322,C001445,Platinum,731,2026-05-04,Active
L002323,C001281,Bronze,8399,2024-09-20,Active
L002324,C003111,Silver,1773,2024-08-06,Active
L002325,C008953,Silver,6650,2025-08-26,Inactive
L002326,C007610,Platinum,251,2024-07-20,Active
L002327,C005136,Bronze,4566,2024-08-11,Active
L002328,C003017,Platinum,8267,2026-02-15,Active
L002329,C002303,Platinum,174,2025-06-07,Inactive
L002330,C002005,Bronze,6486,2023-10-22,Active
L002331,C004581,Platinum,1294,2026-03-29,Active
L002332,C008705,Gold,6068,2026-06-14,Active
L002333,C001006,Gold,3752,2024-06-07,Active
L002334,C005139,Platinum,1951,2025-06-12,Inactive
L002335,C004318,Bronze,1050,2025-12-26,Active
L002336,C006559,Platinum,7254,2025-03-06,Inactive
L002337,C004388,Silver,1362,2026-04-27,Active
L002338,C002133,Silver,9326,2025-03-16,Active
L002339,C004266,Gold,7747,2026-05-09,Inactive
L002340,C002058,Gold,8292,2026-05-29,Active
L002341,C005387,Bronze,9000,2022-10-06,Active
L002342,C000230,Bronze,240,2023-07-21,Active
L002343,C002890,Bronze,8544,2026-04-28,Inactive
L002344,C004473,Platinum,7028,2026-07-02,Active
L002345,C006065,Gold,8165,2026-06-03,Active
L002346,C007925,Bronze,3961,2025-09-05,Active
L002347,C007650,Platinum,3341,2025-10-26,Active
L002348,C008382,Gold,780,2025-08-19,Active
L002349,C000210,Platinum,6962,2024-07-12,Active
L002350,C002759,Silver,379,2026-02-13,Active
L002351,C008472,Silver,2070,2025-07-12,Active
L002352,C002949,Platinum,5801,2024-11-26,Inactive
L002353,C007117,Platinum,1872,2024-06-18,Active
L002354,C006331,Silver,8168,2026-04-05,Active
L002355,C001729,Gold,6667,2022-03-23,Active
L002356,C004177,Silver,456,2023-12-22,Active
L002357,C000338,Bronze,2042,2026-06-09,Active
L002358,C004985,Gold,5097,2026-02-08,Active
